ocel:eid,ocel:type:A,ocel:activity,ocel:timestamp,ocel:type:O
14419,[],Send,2023-01-03 16:00:00+00:00,['Offer_414082157']
14420,[],Send,2023-01-03 16:00:00+00:00,['Offer_240752933']
14421,[],Call,2023-01-03 16:00:00+00:00,['Offer_240752933']
14422,['Application_873010904'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_414082157', 'Offer_240752933']"
14423,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_414082157']
14424,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_240752933']
14425,['Application_1351295690'],Create application,2023-01-03 16:00:00+00:00,[]
14426,['Application_1351295690'],Submit,2023-01-03 16:00:00+00:00,[]
14427,['Application_1351295690'],Complete,2023-01-03 16:00:00+00:00,[]
14428,['Application_1351295690'],Accept,2023-01-03 16:00:00+00:00,[]
14429,['Application_1351295690'],Create offer,2023-01-03 16:00:00+00:00,['Offer_601279525']
14430,['Application_1351295690'],Create offer,2023-01-03 16:00:00+00:00,['Offer_807792953']
14431,[],Send,2023-01-03 16:00:00+00:00,['Offer_807792953']
14432,[],Send,2023-01-03 16:00:00+00:00,['Offer_601279525']
14433,[],Call,2023-01-03 16:00:00+00:00,['Offer_601279525']
14434,['Application_1351295690'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_601279525', 'Offer_807792953']"
14435,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_807792953']
14436,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_601279525']
14437,['Application_895635043'],Create application,2023-01-03 16:00:00+00:00,[]
14438,['Application_895635043'],Submit,2023-01-03 16:00:00+00:00,[]
14439,['Application_895635043'],Complete,2023-01-03 16:00:00+00:00,[]
14440,['Application_895635043'],Accept,2023-01-03 16:00:00+00:00,[]
14441,['Application_895635043'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1200018649']
14442,['Application_895635043'],Create offer,2023-01-03 16:00:00+00:00,['Offer_419711928']
14443,[],Send,2023-01-03 16:00:00+00:00,['Offer_419711928']
14444,[],Send,2023-01-03 16:00:00+00:00,['Offer_1200018649']
14445,[],Call,2023-01-03 16:00:00+00:00,['Offer_1200018649']
14446,['Application_895635043'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1200018649', 'Offer_419711928']"
14447,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_419711928']
14448,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1200018649']
14477,['Application_1834532038'],Create application,2023-01-03 16:00:00+00:00,[]
14478,['Application_1834532038'],Complete,2023-01-03 16:00:00+00:00,[]
14479,['Application_1834532038'],Accept,2023-01-03 16:00:00+00:00,[]
14480,['Application_1834532038'],Create offer,2023-01-03 16:00:00+00:00,['Offer_367541284']
14481,[],Send,2023-01-03 16:00:00+00:00,['Offer_367541284']
14482,[],Call,2023-01-03 16:00:00+00:00,['Offer_367541284']
14483,['Application_1834532038'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1633153250']
14484,[],Send,2023-01-03 16:00:00+00:00,['Offer_1633153250']
14485,['Application_1834532038'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1633153250', 'Offer_367541284']"
14486,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1633153250']
14487,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_367541284']
14488,['Application_656475157'],Create application,2023-01-03 16:00:00+00:00,[]
14489,['Application_656475157'],Complete,2023-01-03 16:00:00+00:00,[]
14490,['Application_656475157'],Accept,2023-01-03 16:00:00+00:00,[]
14491,['Application_656475157'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1222881012']
14492,[],Send,2023-01-03 16:00:00+00:00,['Offer_1222881012']
14493,[],Call,2023-01-03 16:00:00+00:00,['Offer_1222881012']
14494,['Application_656475157'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1792776770']
14495,[],Send,2023-01-03 16:00:00+00:00,['Offer_1792776770']
14496,['Application_656475157'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1222881012', 'Offer_1792776770']"
14497,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1792776770']
14498,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1222881012']
14575,['Application_29636271'],Create application,2023-01-03 16:00:00+00:00,[]
14576,['Application_29636271'],Submit,2023-01-03 16:00:00+00:00,[]
14577,['Application_29636271'],Complete,2023-01-03 16:00:00+00:00,[]
14578,['Application_29636271'],Accept,2023-01-03 16:00:00+00:00,[]
14579,['Application_29636271'],Create offer,2023-01-03 16:00:00+00:00,['Offer_384369116']
14580,['Application_29636271'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1787322206']
14581,[],Send,2023-01-03 16:00:00+00:00,['Offer_1787322206']
14582,[],Send,2023-01-03 16:00:00+00:00,['Offer_384369116']
14583,[],Call,2023-01-03 16:00:00+00:00,['Offer_384369116']
14584,['Application_29636271'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1787322206', 'Offer_384369116']"
14585,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1787322206']
14586,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_384369116']
14587,['Application_600703648'],Create application,2023-01-03 16:00:00+00:00,[]
14588,['Application_600703648'],Submit,2023-01-03 16:00:00+00:00,[]
14589,['Application_600703648'],Complete,2023-01-03 16:00:00+00:00,[]
14590,['Application_600703648'],Accept,2023-01-03 16:00:00+00:00,[]
14591,['Application_600703648'],Create offer,2023-01-03 16:00:00+00:00,['Offer_803705336']
14592,[],Send,2023-01-03 16:00:00+00:00,['Offer_803705336']
14593,[],Call,2023-01-03 16:00:00+00:00,['Offer_803705336']
14594,['Application_600703648'],Create offer,2023-01-03 16:00:00+00:00,['Offer_556234913']
14595,[],Send,2023-01-03 16:00:00+00:00,['Offer_556234913']
14596,['Application_600703648'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_556234913', 'Offer_803705336']"
14597,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_556234913']
14598,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_803705336']
14624,['Application_386595149'],Create application,2023-01-03 16:00:00+00:00,[]
14625,['Application_386595149'],Submit,2023-01-03 16:00:00+00:00,[]
14626,['Application_386595149'],Complete,2023-01-03 16:00:00+00:00,[]
14627,['Application_386595149'],Accept,2023-01-03 16:00:00+00:00,[]
14628,['Application_386595149'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1218263646']
14629,['Application_386595149'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1768715303']
14630,[],Send,2023-01-03 16:00:00+00:00,['Offer_1768715303']
14631,[],Send,2023-01-03 16:00:00+00:00,['Offer_1218263646']
14632,[],Call,2023-01-03 16:00:00+00:00,['Offer_1218263646']
14633,['Application_386595149'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1768715303', 'Offer_1218263646']"
14634,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1768715303']
14635,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1218263646']
14670,['Application_369239944'],Create application,2023-01-03 16:00:00+00:00,[]
14671,['Application_369239944'],Submit,2023-01-03 16:00:00+00:00,[]
14672,['Application_369239944'],Complete,2023-01-03 16:00:00+00:00,[]
14673,['Application_369239944'],Accept,2023-01-03 16:00:00+00:00,[]
14674,['Application_369239944'],Create offer,2023-01-03 16:00:00+00:00,['Offer_308658411']
14675,['Application_369239944'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1571565239']
14676,[],Send,2023-01-03 16:00:00+00:00,['Offer_1571565239']
14677,[],Send,2023-01-03 16:00:00+00:00,['Offer_308658411']
14678,[],Call,2023-01-03 16:00:00+00:00,['Offer_308658411']
14679,['Application_369239944'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1571565239', 'Offer_308658411']"
14680,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1571565239']
14681,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_308658411']
14723,['Application_212776372'],Create application,2023-01-03 16:00:00+00:00,[]
14724,['Application_212776372'],Submit,2023-01-03 16:00:00+00:00,[]
14725,['Application_212776372'],Complete,2023-01-03 16:00:00+00:00,[]
14726,['Application_212776372'],Accept,2023-01-03 16:00:00+00:00,[]
14727,['Application_212776372'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1168432096']
14728,['Application_212776372'],Create offer,2023-01-03 16:00:00+00:00,['Offer_868919089']
14729,[],Send,2023-01-03 16:00:00+00:00,['Offer_868919089']
14730,[],Send,2023-01-03 16:00:00+00:00,['Offer_1168432096']
14731,[],Call,2023-01-03 16:00:00+00:00,['Offer_1168432096']
14732,['Application_212776372'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1168432096', 'Offer_868919089']"
14733,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_868919089']
14734,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1168432096']
14774,['Application_2125785584'],Create application,2023-01-03 16:00:00+00:00,[]
14775,['Application_2125785584'],Complete,2023-01-03 16:00:00+00:00,[]
14776,['Application_2125785584'],Accept,2023-01-03 16:00:00+00:00,[]
14777,['Application_2125785584'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1822670876']
14778,['Application_2125785584'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1506483780']
14779,[],Send,2023-01-03 16:00:00+00:00,['Offer_1506483780']
14780,[],Send,2023-01-03 16:00:00+00:00,['Offer_1822670876']
14781,[],Call,2023-01-03 16:00:00+00:00,['Offer_1822670876']
14782,['Application_2125785584'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1822670876', 'Offer_1506483780']"
14783,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1506483780']
14784,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1822670876']
14812,['Application_653796268'],Create application,2023-01-03 16:00:00+00:00,[]
14813,['Application_653796268'],Submit,2023-01-03 16:00:00+00:00,[]
14814,['Application_653796268'],Complete,2023-01-03 16:00:00+00:00,[]
14815,['Application_653796268'],Accept,2023-01-03 16:00:00+00:00,[]
14816,['Application_653796268'],Create offer,2023-01-03 16:00:00+00:00,['Offer_95470347']
14817,['Application_653796268'],Create offer,2023-01-03 16:00:00+00:00,['Offer_986450877']
14818,[],Send,2023-01-03 16:00:00+00:00,['Offer_986450877']
14819,[],Send,2023-01-03 16:00:00+00:00,['Offer_95470347']
14820,[],Call,2023-01-03 16:00:00+00:00,['Offer_95470347']
14821,['Application_653796268'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_986450877', 'Offer_95470347']"
14822,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_986450877']
14823,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_95470347']
14824,['Application_992188679'],Create application,2023-01-03 16:00:00+00:00,[]
14825,['Application_992188679'],Submit,2023-01-03 16:00:00+00:00,[]
14826,['Application_992188679'],Complete,2023-01-03 16:00:00+00:00,[]
14827,['Application_992188679'],Accept,2023-01-03 16:00:00+00:00,[]
14828,['Application_992188679'],Create offer,2023-01-03 16:00:00+00:00,['Offer_381761118']
14829,[],Send,2023-01-03 16:00:00+00:00,['Offer_381761118']
14830,[],Call,2023-01-03 16:00:00+00:00,['Offer_381761118']
14831,['Application_992188679'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1362698393']
14832,[],Send,2023-01-03 16:00:00+00:00,['Offer_1362698393']
14833,['Application_992188679'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1362698393', 'Offer_381761118']"
14834,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1362698393']
14835,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_381761118']
14869,['Application_1797569512'],Create application,2023-01-03 16:00:00+00:00,[]
14870,['Application_1797569512'],Submit,2023-01-03 16:00:00+00:00,[]
14871,['Application_1797569512'],Complete,2023-01-03 16:00:00+00:00,[]
14872,['Application_1797569512'],Accept,2023-01-03 16:00:00+00:00,[]
14873,['Application_1797569512'],Create offer,2023-01-03 16:00:00+00:00,['Offer_166704703']
14874,[],Send,2023-01-03 16:00:00+00:00,['Offer_166704703']
14875,[],Call,2023-01-03 16:00:00+00:00,['Offer_166704703']
14876,['Application_1797569512'],Create offer,2023-01-03 16:00:00+00:00,['Offer_957079340']
14877,[],Send,2023-01-03 16:00:00+00:00,['Offer_957079340']
14878,['Application_1797569512'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_166704703', 'Offer_957079340']"
14879,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_957079340']
14880,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_166704703']
14933,['Application_889232610'],Create application,2023-01-03 16:00:00+00:00,[]
14934,['Application_889232610'],Complete,2023-01-03 16:00:00+00:00,[]
14935,['Application_889232610'],Accept,2023-01-03 16:00:00+00:00,[]
14936,['Application_889232610'],Create offer,2023-01-03 16:00:00+00:00,['Offer_824642626']
14937,[],Send,2023-01-03 16:00:00+00:00,['Offer_824642626']
14938,[],Call,2023-01-03 16:00:00+00:00,['Offer_824642626']
14939,['Application_889232610'],Create offer,2023-01-03 16:00:00+00:00,['Offer_342054646']
14940,[],Send,2023-01-03 16:00:00+00:00,['Offer_342054646']
14941,['Application_889232610'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_342054646', 'Offer_824642626']"
14942,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_342054646']
14943,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_824642626']
14944,['Application_493812371'],Create application,2023-01-03 16:00:00+00:00,[]
14945,['Application_493812371'],Submit,2023-01-03 16:00:00+00:00,[]
14946,['Application_493812371'],Complete,2023-01-03 16:00:00+00:00,[]
14947,['Application_493812371'],Accept,2023-01-03 16:00:00+00:00,[]
14948,['Application_493812371'],Create offer,2023-01-03 16:00:00+00:00,['Offer_53185733']
14949,[],Send,2023-01-03 16:00:00+00:00,['Offer_53185733']
14950,[],Call,2023-01-03 16:00:00+00:00,['Offer_53185733']
14951,['Application_493812371'],Create offer,2023-01-03 16:00:00+00:00,['Offer_773982623']
14952,[],Send,2023-01-03 16:00:00+00:00,['Offer_773982623']
14953,['Application_493812371'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_53185733', 'Offer_773982623']"
14954,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_773982623']
14955,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_53185733']
14971,['Application_1827902106'],Create application,2023-01-03 16:00:00+00:00,[]
14972,['Application_1827902106'],Complete,2023-01-03 16:00:00+00:00,[]
14973,['Application_1827902106'],Accept,2023-01-03 16:00:00+00:00,[]
14974,['Application_1827902106'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1876029772']
14975,['Application_1827902106'],Create offer,2023-01-03 16:00:00+00:00,['Offer_89662142']
14976,[],Send,2023-01-03 16:00:00+00:00,['Offer_89662142']
14977,[],Send,2023-01-03 16:00:00+00:00,['Offer_1876029772']
14978,[],Call,2023-01-03 16:00:00+00:00,['Offer_1876029772']
14979,['Application_1827902106'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_89662142', 'Offer_1876029772']"
14980,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_89662142']
14981,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1876029772']
14982,['Application_1812263997'],Create application,2023-01-03 16:00:00+00:00,[]
14983,['Application_1812263997'],Submit,2023-01-03 16:00:00+00:00,[]
14984,['Application_1812263997'],Complete,2023-01-03 16:00:00+00:00,[]
14985,['Application_1812263997'],Accept,2023-01-03 16:00:00+00:00,[]
14986,['Application_1812263997'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1309167525']
14987,['Application_1812263997'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1946060330']
14988,[],Send,2023-01-03 16:00:00+00:00,['Offer_1946060330']
14989,[],Send,2023-01-03 16:00:00+00:00,['Offer_1309167525']
14990,[],Call,2023-01-03 16:00:00+00:00,['Offer_1309167525']
14991,['Application_1812263997'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1946060330', 'Offer_1309167525']"
14992,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1946060330']
14993,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1309167525']
15007,['Application_78920888'],Create application,2023-01-03 16:00:00+00:00,[]
15008,['Application_78920888'],Submit,2023-01-03 16:00:00+00:00,[]
15009,['Application_78920888'],Complete,2023-01-03 16:00:00+00:00,[]
15010,['Application_78920888'],Accept,2023-01-03 16:00:00+00:00,[]
15011,['Application_78920888'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1840078717']
15012,['Application_78920888'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1615748071']
15013,[],Send,2023-01-03 16:00:00+00:00,['Offer_1615748071']
15014,[],Send,2023-01-03 16:00:00+00:00,['Offer_1840078717']
15015,[],Call,2023-01-03 16:00:00+00:00,['Offer_1840078717']
15016,['Application_78920888'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1615748071', 'Offer_1840078717']"
15017,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1615748071']
15018,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1840078717']
15030,['Application_756132538'],Create application,2023-01-03 16:00:00+00:00,[]
15031,['Application_756132538'],Submit,2023-01-03 16:00:00+00:00,[]
15032,['Application_756132538'],Complete,2023-01-03 16:00:00+00:00,[]
15033,['Application_756132538'],Accept,2023-01-03 16:00:00+00:00,[]
15034,['Application_756132538'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1144785598']
15035,['Application_756132538'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1461122678']
15036,[],Send,2023-01-03 16:00:00+00:00,['Offer_1461122678']
15037,[],Send,2023-01-03 16:00:00+00:00,['Offer_1144785598']
15038,[],Call,2023-01-03 16:00:00+00:00,['Offer_1144785598']
15039,['Application_756132538'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1461122678', 'Offer_1144785598']"
15040,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1461122678']
15041,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1144785598']
15066,['Application_145233244'],Create application,2023-01-03 16:00:00+00:00,[]
15067,['Application_145233244'],Submit,2023-01-03 16:00:00+00:00,[]
15068,['Application_145233244'],Complete,2023-01-03 16:00:00+00:00,[]
15069,['Application_145233244'],Accept,2023-01-03 16:00:00+00:00,[]
15070,['Application_145233244'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1322311071']
15071,[],Send,2023-01-03 16:00:00+00:00,['Offer_1322311071']
15072,[],Call,2023-01-03 16:00:00+00:00,['Offer_1322311071']
15073,['Application_145233244'],Create offer,2023-01-03 16:00:00+00:00,['Offer_842835306']
15074,[],Send,2023-01-03 16:00:00+00:00,['Offer_842835306']
15075,['Application_145233244'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_842835306', 'Offer_1322311071']"
15076,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_842835306']
15077,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1322311071']
15078,['Application_1687462400'],Create application,2023-01-03 16:00:00+00:00,[]
15079,['Application_1687462400'],Complete,2023-01-03 16:00:00+00:00,[]
15080,['Application_1687462400'],Accept,2023-01-03 16:00:00+00:00,[]
15081,['Application_1687462400'],Create offer,2023-01-03 16:00:00+00:00,['Offer_730080790']
15082,['Application_1687462400'],Create offer,2023-01-03 16:00:00+00:00,['Offer_944961183']
15083,[],Send,2023-01-03 16:00:00+00:00,['Offer_944961183']
15084,[],Send,2023-01-03 16:00:00+00:00,['Offer_730080790']
15085,[],Call,2023-01-03 16:00:00+00:00,['Offer_730080790']
15086,['Application_1687462400'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_730080790', 'Offer_944961183']"
15087,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_944961183']
15088,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_730080790']
15168,['Application_1979153917'],Create application,2023-01-03 16:00:00+00:00,[]
15169,['Application_1979153917'],Submit,2023-01-03 16:00:00+00:00,[]
15170,['Application_1979153917'],Complete,2023-01-03 16:00:00+00:00,[]
15171,['Application_1979153917'],Accept,2023-01-03 16:00:00+00:00,[]
15172,['Application_1979153917'],Create offer,2023-01-03 16:00:00+00:00,['Offer_20810792']
15173,['Application_1979153917'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1061533793']
15174,[],Send,2023-01-03 16:00:00+00:00,['Offer_1061533793']
15175,[],Send,2023-01-03 16:00:00+00:00,['Offer_20810792']
15176,[],Call,2023-01-03 16:00:00+00:00,['Offer_20810792']
15177,['Application_1979153917'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_20810792', 'Offer_1061533793']"
15178,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1061533793']
15179,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_20810792']
15180,['Application_376167137'],Create application,2023-01-03 16:00:00+00:00,[]
15181,['Application_376167137'],Submit,2023-01-03 16:00:00+00:00,[]
15182,['Application_376167137'],Complete,2023-01-03 16:00:00+00:00,[]
15183,['Application_376167137'],Accept,2023-01-03 16:00:00+00:00,[]
15184,['Application_376167137'],Create offer,2023-01-03 16:00:00+00:00,['Offer_980797881']
15185,['Application_376167137'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1735822521']
15186,[],Send,2023-01-03 16:00:00+00:00,['Offer_1735822521']
15187,[],Send,2023-01-03 16:00:00+00:00,['Offer_980797881']
15188,[],Call,2023-01-03 16:00:00+00:00,['Offer_980797881']
15189,['Application_376167137'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_980797881', 'Offer_1735822521']"
15190,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1735822521']
15191,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_980797881']
15192,['Application_1655304095'],Create application,2023-01-03 16:00:00+00:00,[]
15193,['Application_1655304095'],Submit,2023-01-03 16:00:00+00:00,[]
15194,['Application_1655304095'],Complete,2023-01-03 16:00:00+00:00,[]
15195,['Application_1655304095'],Accept,2023-01-03 16:00:00+00:00,[]
15196,['Application_1655304095'],Create offer,2023-01-03 16:00:00+00:00,['Offer_614661508']
15197,['Application_1655304095'],Create offer,2023-01-03 16:00:00+00:00,['Offer_147421244']
15198,[],Send,2023-01-03 16:00:00+00:00,['Offer_147421244']
15199,[],Send,2023-01-03 16:00:00+00:00,['Offer_614661508']
15200,[],Call,2023-01-03 16:00:00+00:00,['Offer_614661508']
15201,['Application_1655304095'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_147421244', 'Offer_614661508']"
15202,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_147421244']
15203,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_614661508']
15204,['Application_2125659715'],Create application,2023-01-03 16:00:00+00:00,[]
15205,['Application_2125659715'],Complete,2023-01-03 16:00:00+00:00,[]
15206,['Application_2125659715'],Accept,2023-01-03 16:00:00+00:00,[]
15207,['Application_2125659715'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1027838317']
15208,[],Send,2023-01-03 16:00:00+00:00,['Offer_1027838317']
15209,[],Call,2023-01-03 16:00:00+00:00,['Offer_1027838317']
15210,['Application_2125659715'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1318052854']
15211,[],Send,2023-01-03 16:00:00+00:00,['Offer_1318052854']
15212,['Application_2125659715'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1027838317', 'Offer_1318052854']"
15213,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1318052854']
15214,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1027838317']
15215,['Application_1728696176'],Create application,2023-01-03 16:00:00+00:00,[]
15216,['Application_1728696176'],Complete,2023-01-03 16:00:00+00:00,[]
15217,['Application_1728696176'],Accept,2023-01-03 16:00:00+00:00,[]
15218,['Application_1728696176'],Create offer,2023-01-03 16:00:00+00:00,['Offer_130849044']
15219,['Application_1728696176'],Create offer,2023-01-03 16:00:00+00:00,['Offer_183069582']
15220,[],Send,2023-01-03 16:00:00+00:00,['Offer_183069582']
15221,[],Send,2023-01-03 16:00:00+00:00,['Offer_130849044']
15222,[],Call,2023-01-03 16:00:00+00:00,['Offer_130849044']
15223,['Application_1728696176'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_130849044', 'Offer_183069582']"
15224,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_183069582']
15225,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_130849044']
15226,['Application_414675194'],Create application,2023-01-03 16:00:00+00:00,[]
15227,['Application_414675194'],Submit,2023-01-03 16:00:00+00:00,[]
15228,['Application_414675194'],Complete,2023-01-03 16:00:00+00:00,[]
15229,['Application_414675194'],Accept,2023-01-03 16:00:00+00:00,[]
15230,['Application_414675194'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1388215413']
15231,['Application_414675194'],Create offer,2023-01-03 16:00:00+00:00,['Offer_178930068']
15232,[],Send,2023-01-03 16:00:00+00:00,['Offer_178930068']
15233,[],Send,2023-01-03 16:00:00+00:00,['Offer_1388215413']
15234,[],Call,2023-01-03 16:00:00+00:00,['Offer_1388215413']
15235,['Application_414675194'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1388215413', 'Offer_178930068']"
15236,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_178930068']
15237,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1388215413']
15257,['Application_1351821505'],Create application,2023-01-03 16:00:00+00:00,[]
15258,['Application_1351821505'],Submit,2023-01-03 16:00:00+00:00,[]
15259,['Application_1351821505'],Complete,2023-01-03 16:00:00+00:00,[]
15260,['Application_1351821505'],Accept,2023-01-03 16:00:00+00:00,[]
15261,['Application_1351821505'],Create offer,2023-01-03 16:00:00+00:00,['Offer_68048214']
15262,[],Send,2023-01-03 16:00:00+00:00,['Offer_68048214']
15263,[],Call,2023-01-03 16:00:00+00:00,['Offer_68048214']
15264,['Application_1351821505'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1278347647']
15265,[],Send,2023-01-03 16:00:00+00:00,['Offer_1278347647']
15266,['Application_1351821505'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1278347647', 'Offer_68048214']"
15267,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1278347647']
15268,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_68048214']
15269,['Application_1418492124'],Create application,2023-01-03 16:00:00+00:00,[]
15270,['Application_1418492124'],Submit,2023-01-03 16:00:00+00:00,[]
15271,['Application_1418492124'],Complete,2023-01-03 16:00:00+00:00,[]
15272,['Application_1418492124'],Accept,2023-01-03 16:00:00+00:00,[]
15273,['Application_1418492124'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1417404749']
15274,['Application_1418492124'],Create offer,2023-01-03 16:00:00+00:00,['Offer_714058433']
15275,[],Send,2023-01-03 16:00:00+00:00,['Offer_714058433']
15276,[],Send,2023-01-03 16:00:00+00:00,['Offer_1417404749']
15277,[],Call,2023-01-03 16:00:00+00:00,['Offer_1417404749']
15278,['Application_1418492124'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1417404749', 'Offer_714058433']"
15279,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_714058433']
15280,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1417404749']
15281,['Application_718791'],Create application,2023-01-03 16:00:00+00:00,[]
15282,['Application_718791'],Submit,2023-01-03 16:00:00+00:00,[]
15283,['Application_718791'],Complete,2023-01-03 16:00:00+00:00,[]
