event_id,A,event_activity,event_timestamp,O,event_CaseID,event_variant
13775,[],Cancel offer,42549.00469,['Offer_1248296429'],Application_1541874294,[0]
13776,[],Cancel offer,42549.00469,['Offer_351099513'],Application_1541874294,[0]
13777,['Application_224754370'],Create application,42515.91835,[],Application_224754370,[0]
13778,['Application_224754370'],Submit,42515.91835,[],Application_224754370,[0]
13779,['Application_224754370'],Complete,42516.84159,[],Application_224754370,[0]
13780,['Application_224754370'],Accept,42516.85683,[],Application_224754370,[0]
13781,['Application_224754370'],Create offer,42516.86007,['Offer_1202923873'],Application_224754370,[0]
13782,['Application_224754370'],Create offer,42516.86057,['Offer_1131466629'],Application_224754370,[0]
13783,[],Send,42516.86335,['Offer_1131466629'],Application_224754370,[0]
13784,[],Send,42516.86335,['Offer_1202923873'],Application_224754370,[0]
13785,[],Call,42516.86335,['Offer_1202923873'],Application_224754370,[0]
13786,['Application_224754370'],Cancel application,42547.33382,"['Offer_1202923873', 'Offer_1131466629']",Application_224754370,[0]
13787,[],Cancel offer,42547.33382,['Offer_1131466629'],Application_224754370,[0]
13788,[],Cancel offer,42547.33382,['Offer_1202923873'],Application_224754370,[0]
13789,['Application_1308123155'],Create application,42515.95886,[],Application_1308123155,[0]
13790,['Application_1308123155'],Submit,42515.95886,[],Application_1308123155,[0]
13791,['Application_1308123155'],Complete,42516.83984,[],Application_1308123155,[0]
13792,['Application_1308123155'],Accept,42516.84398,[],Application_1308123155,[0]
13793,['Application_1308123155'],Create offer,42516.84702,['Offer_1295398671'],Application_1308123155,[0]
13794,[],Send,42516.84719,['Offer_1295398671'],Application_1308123155,[0]
13795,[],Call,42516.84719,['Offer_1295398671'],Application_1308123155,[0]
13796,['Application_1308123155'],Create offer,42518.6876,['Offer_105123126'],Application_1308123155,[0]
13797,[],Send,42518.68777,['Offer_105123126'],Application_1308123155,[0]
13798,['Application_1308123155'],Cancel application,42548.99204,"['Offer_105123126', 'Offer_1295398671']",Application_1308123155,[0]
13799,[],Cancel offer,42548.99204,['Offer_105123126'],Application_1308123155,[0]
13800,[],Cancel offer,42548.99204,['Offer_1295398671'],Application_1308123155,[0]
13801,['Application_410219953'],Create application,42516.27082,[],Application_410219953,[0]
13802,['Application_410219953'],Submit,42516.27084,[],Application_410219953,[0]
13803,['Application_410219953'],Complete,42516.84866,[],Application_410219953,[0]
13804,['Application_410219953'],Accept,42517.45112,[],Application_410219953,[0]
13805,['Application_410219953'],Create offer,42517.45369,['Offer_1626736357'],Application_410219953,[0]
13806,[],Send,42517.45485,['Offer_1626736357'],Application_410219953,[0]
13807,[],Call,42517.45485,['Offer_1626736357'],Application_410219953,[0]
13808,['Application_410219953'],Create offer,42518.68838,['Offer_1033884665'],Application_410219953,[0]
13809,[],Send,42518.68857,['Offer_1033884665'],Application_410219953,[0]
13810,['Application_410219953'],Cancel application,42523.65428,"['Offer_1033884665', 'Offer_1626736357']",Application_410219953,[0]
13811,[],Cancel offer,42523.65428,['Offer_1033884665'],Application_410219953,[0]
13812,[],Cancel offer,42523.65428,['Offer_1626736357'],Application_410219953,[0]
13829,['Application_611961345'],Create application,42516.46084,[],Application_611961345,[2]
13830,['Application_611961345'],Submit,42516.46084,[],Application_611961345,[2]
13831,['Application_611961345'],Handle leads,42516.46092,[],Application_611961345,[2]
13832,['Application_611961345'],Complete,42516.4669,[],Application_611961345,[2]
13833,['Application_611961345'],Accept,42517.51618,[],Application_611961345,[2]
13834,['Application_611961345'],Create offer,42517.51809,['Offer_928862314'],Application_611961345,[2]
13835,['Application_611961345'],Create offer,42517.51831,['Offer_1286838563'],Application_611961345,[2]
13836,[],Send,42517.51852,['Offer_1286838563'],Application_611961345,[2]
13837,[],Send,42517.51852,['Offer_928862314'],Application_611961345,[2]
13838,[],Call,42517.51852,['Offer_928862314'],Application_611961345,[2]
13839,['Application_611961345'],Cancel application,42548.33352,"['Offer_928862314', 'Offer_1286838563']",Application_611961345,[2]
13840,[],Cancel offer,42548.33352,['Offer_1286838563'],Application_611961345,[2]
13841,[],Cancel offer,42548.33352,['Offer_928862314'],Application_611961345,[2]
13842,['Application_2070562676'],Create application,42516.47485,[],Application_2070562676,[0]
13843,['Application_2070562676'],Submit,42516.47486,[],Application_2070562676,[0]
13844,['Application_2070562676'],Complete,42517.45143,[],Application_2070562676,[0]
13845,['Application_2070562676'],Accept,42517.45389,[],Application_2070562676,[0]
13846,['Application_2070562676'],Create offer,42517.45601,['Offer_272234532'],Application_2070562676,[0]
13847,[],Send,42517.45619,['Offer_272234532'],Application_2070562676,[0]
13848,[],Call,42517.45619,['Offer_272234532'],Application_2070562676,[0]
13849,['Application_2070562676'],Create offer,42518.68986,['Offer_201830721'],Application_2070562676,[0]
13850,[],Send,42518.69002,['Offer_201830721'],Application_2070562676,[0]
13851,['Application_2070562676'],Cancel application,42549.01567,"['Offer_272234532', 'Offer_201830721']",Application_2070562676,[0]
13852,[],Cancel offer,42549.01567,['Offer_201830721'],Application_2070562676,[0]
13853,[],Cancel offer,42549.01567,['Offer_272234532'],Application_2070562676,[0]
13854,['Application_1287947132'],Create application,42516.62327,[],Application_1287947132,[8]
13855,['Application_1287947132'],Submit,42516.62327,[],Application_1287947132,[8]
13856,['Application_1287947132'],Complete,42517.57347,[],Application_1287947132,[8]
13857,['Application_1287947132'],Accept,42517.85659,[],Application_1287947132,[8]
13858,['Application_1287947132'],Create offer,42517.85983,['Offer_1072423340'],Application_1287947132,[8]
13859,['Application_1287947132'],Create offer,42517.86084,['Offer_1017995436'],Application_1287947132,[8]
13860,[],Send,42517.86129,['Offer_1017995436'],Application_1287947132,[8]
13861,[],Send,42517.86129,['Offer_1072423340'],Application_1287947132,[8]
13862,[],Call,42517.86129,['Offer_1072423340'],Application_1287947132,[8]
13863,['Application_1287947132'],Create offer,42518.69642,['Offer_1248990060'],Application_1287947132,[8]
13864,['Application_1287947132'],Create offer,42518.69666,['Offer_1562519866'],Application_1287947132,[8]
13865,[],Send,42518.69686,['Offer_1562519866'],Application_1287947132,[8]
13866,[],Send,42518.69686,['Offer_1248990060'],Application_1287947132,[8]
13867,['Application_1287947132'],Cancel application,42549.01137,"['Offer_1072423340', 'Offer_1248990060', 'Offer_1562519866', 'Offer_1017995436']",Application_1287947132,[8]
13868,[],Cancel offer,42549.01137,['Offer_1562519866'],Application_1287947132,[8]
13869,[],Cancel offer,42549.01137,['Offer_1248990060'],Application_1287947132,[8]
13870,[],Cancel offer,42549.01138,['Offer_1017995436'],Application_1287947132,[8]
13871,[],Cancel offer,42549.01138,['Offer_1072423340'],Application_1287947132,[8]
13872,['Application_2068604074'],Create application,42516.65513,[],Application_2068604074,[0]
13873,['Application_2068604074'],Submit,42516.65514,[],Application_2068604074,[0]
13874,['Application_2068604074'],Complete,42517.63309,[],Application_2068604074,[0]
13875,['Application_2068604074'],Accept,42517.85785,[],Application_2068604074,[0]
13876,['Application_2068604074'],Create offer,42517.8621,['Offer_1380247550'],Application_2068604074,[0]
13877,[],Send,42517.86285,['Offer_1380247550'],Application_2068604074,[0]
13878,[],Call,42517.86285,['Offer_1380247550'],Application_2068604074,[0]
13879,['Application_2068604074'],Create offer,42518.69946,['Offer_1324266455'],Application_2068604074,[0]
13880,[],Send,42518.69962,['Offer_1324266455'],Application_2068604074,[0]
13881,['Application_2068604074'],Cancel application,42548.97727,"['Offer_1324266455', 'Offer_1380247550']",Application_2068604074,[0]
13882,[],Cancel offer,42548.97727,['Offer_1324266455'],Application_2068604074,[0]
13883,[],Cancel offer,42548.97727,['Offer_1380247550'],Application_2068604074,[0]
13884,['Application_1845304792'],Create application,42516.6555,[],Application_1845304792,[3]
13885,['Application_1845304792'],Submit,42516.6555,[],Application_1845304792,[3]
13886,['Application_1845304792'],Complete,42517.72423,[],Application_1845304792,[3]
13887,['Application_1845304792'],Accept,42517.73013,[],Application_1845304792,[3]
13888,['Application_1845304792'],Create offer,42517.73321,['Offer_347852987'],Application_1845304792,[3]
13889,['Application_1845304792'],Create offer,42517.73339,['Offer_1845949892'],Application_1845304792,[3]
13890,[],Send,42517.73545,['Offer_1845949892'],Application_1845304792,[3]
13891,[],Send,42517.73545,['Offer_347852987'],Application_1845304792,[3]
13892,[],Call,42517.73545,['Offer_347852987'],Application_1845304792,[3]
13893,['Application_1845304792'],Create offer,42518.70029,['Offer_1060784855'],Application_1845304792,[3]
13894,[],Send,42518.70045,['Offer_1060784855'],Application_1845304792,[3]
13895,['Application_1845304792'],Cancel application,42548.97686,"['Offer_347852987', 'Offer_1060784855', 'Offer_1845949892']",Application_1845304792,[3]
13896,[],Cancel offer,42548.97686,['Offer_1060784855'],Application_1845304792,[3]
13897,[],Cancel offer,42548.97686,['Offer_1845949892'],Application_1845304792,[3]
13898,[],Cancel offer,42548.97686,['Offer_347852987'],Application_1845304792,[3]
13939,['Application_1287309755'],Create application,42516.86148,[],Application_1287309755,[7]
13940,['Application_1287309755'],Submit,42516.86149,[],Application_1287309755,[7]
13941,['Application_1287309755'],Complete,42517.73139,[],Application_1287309755,[7]
13942,['Application_1287309755'],Accept,42535.63153,[],Application_1287309755,[7]
13943,['Application_1287309755'],Create offer,42535.63507,['Offer_687089208'],Application_1287309755,[7]
13944,[],Send,42535.6361,['Offer_687089208'],Application_1287309755,[7]
13945,[],Call,42535.6361,['Offer_687089208'],Application_1287309755,[7]
13946,['Application_1287309755'],Create offer,42549.39004,['Offer_1130802012'],Application_1287309755,[7]
13947,[],Cancel offer,42549.3906,['Offer_687089208'],Application_1287309755,[7]
13948,[],Send,42549.39079,['Offer_1130802012'],Application_1287309755,[7]
13949,['Application_1287309755'],Cancel application,42580.33349,"['Offer_1130802012', 'Offer_687089208']",Application_1287309755,[7]
13950,[],Cancel offer,42580.33349,['Offer_1130802012'],Application_1287309755,[7]
13951,['Application_1816939541'],Create application,42517.31879,[],Application_1816939541,[4]
13952,['Application_1816939541'],Submit,42517.31879,[],Application_1816939541,[4]
13953,['Application_1816939541'],Accept,42518.51044,[],Application_1816939541,[4]
13954,['Application_1816939541'],Create offer,42518.51282,['Offer_1235154668'],Application_1816939541,[4]
13955,['Application_1816939541'],Create offer,42518.51478,['Offer_1943953234'],Application_1816939541,[4]
13956,[],Send,42518.51852,['Offer_1943953234'],Application_1816939541,[4]
13957,[],Send,42518.51852,['Offer_1235154668'],Application_1816939541,[4]
13958,[],Call,42518.51852,['Offer_1235154668'],Application_1816939541,[4]
13959,['Application_1816939541'],Cancel application,42548.98554,"['Offer_1235154668', 'Offer_1943953234']",Application_1816939541,[4]
13960,[],Cancel offer,42548.98554,['Offer_1943953234'],Application_1816939541,[4]
13961,[],Cancel offer,42548.98554,['Offer_1235154668'],Application_1816939541,[4]
13987,['Application_657686177'],Create application,42517.47237,[],Application_657686177,[6]
13988,['Application_657686177'],Complete,42517.47237,[],Application_657686177,[6]
13989,['Application_657686177'],Accept,42517.47359,[],Application_657686177,[6]
13990,['Application_657686177'],Create offer,42517.47751,['Offer_203879496'],Application_657686177,[6]
13991,['Application_657686177'],Create offer,42517.47921,['Offer_767335069'],Application_657686177,[6]
13992,[],Send,42517.47942,['Offer_767335069'],Application_657686177,[6]
13993,[],Send,42517.47942,['Offer_203879496'],Application_657686177,[6]
13994,[],Call,42517.47942,['Offer_203879496'],Application_657686177,[6]
13995,['Application_657686177'],Create offer,42518.70743,['Offer_19039113'],Application_657686177,[6]
13996,[],Send,42518.70759,['Offer_19039113'],Application_657686177,[6]
13997,['Application_657686177'],Cancel application,42549.00114,"['Offer_767335069', 'Offer_19039113', 'Offer_203879496']",Application_657686177,[6]
13998,[],Cancel offer,42549.00114,['Offer_19039113'],Application_657686177,[6]
13999,[],Cancel offer,42549.00114,['Offer_767335069'],Application_657686177,[6]
14000,[],Cancel offer,42549.00114,['Offer_203879496'],Application_657686177,[6]
14019,['Application_1589730904'],Create application,42517.64061,[],Application_1589730904,[0]
14020,['Application_1589730904'],Submit,42517.64061,[],Application_1589730904,[0]
14021,['Application_1589730904'],Complete,42520.51616,[],Application_1589730904,[0]
14022,['Application_1589730904'],Accept,42520.52834,[],Application_1589730904,[0]
14023,['Application_1589730904'],Create offer,42520.54271,['Offer_810728028'],Application_1589730904,[0]
14024,['Application_1589730904'],Create offer,42520.54345,['Offer_1978372944'],Application_1589730904,[0]
14025,[],Send,42520.62014,['Offer_1978372944'],Application_1589730904,[0]
14026,[],Send,42520.62014,['Offer_810728028'],Application_1589730904,[0]
14027,[],Call,42520.62014,['Offer_810728028'],Application_1589730904,[0]
14028,['Application_1589730904'],Cancel application,42551.33364,"['Offer_1978372944', 'Offer_810728028']",Application_1589730904,[0]
14029,[],Cancel offer,42551.33364,['Offer_1978372944'],Application_1589730904,[0]
14030,[],Cancel offer,42551.33364,['Offer_810728028'],Application_1589730904,[0]
14031,['Application_2066994465'],Create application,42517.86286,[],Application_2066994465,[1]
14032,['Application_2066994465'],Complete,42517.86286,[],Application_2066994465,[1]
14033,['Application_2066994465'],Accept,42517.86422,[],Application_2066994465,[1]
14034,['Application_2066994465'],Create offer,42517.86602,['Offer_340713723'],Application_2066994465,[1]
14035,[],Send,42517.86681,['Offer_340713723'],Application_2066994465,[1]
14036,[],Call,42517.86681,['Offer_340713723'],Application_2066994465,[1]
14037,['Application_2066994465'],Create offer,42518.71532,['Offer_890223118'],Application_2066994465,[1]
14038,[],Send,42518.71546,['Offer_890223118'],Application_2066994465,[1]
14039,['Application_2066994465'],Cancel application,42549.00685,"['Offer_340713723', 'Offer_890223118']",Application_2066994465,[1]
14040,[],Cancel offer,42549.00685,['Offer_890223118'],Application_2066994465,[1]
14041,[],Cancel offer,42549.00685,['Offer_340713723'],Application_2066994465,[1]
14042,['Application_1877008365'],Create application,42517.99114,[],Application_1877008365,[0]
14043,['Application_1877008365'],Submit,42517.99114,[],Application_1877008365,[0]
14044,['Application_1877008365'],Complete,42520.66924,[],Application_1877008365,[0]
14045,['Application_1877008365'],Accept,42521.49979,[],Application_1877008365,[0]
14046,['Application_1877008365'],Create offer,42521.50227,['Offer_317359110'],Application_1877008365,[0]
14047,['Application_1877008365'],Create offer,42521.50303,['Offer_136278044'],Application_1877008365,[0]
14048,[],Send,42521.50344,['Offer_136278044'],Application_1877008365,[0]
14049,[],Send,42521.50344,['Offer_317359110'],Application_1877008365,[0]
14050,[],Call,42521.50344,['Offer_317359110'],Application_1877008365,[0]
14051,['Application_1877008365'],Cancel application,42552.34637,"['Offer_136278044', 'Offer_317359110']",Application_1877008365,[0]
14052,[],Cancel offer,42552.34637,['Offer_136278044'],Application_1877008365,[0]
14053,[],Cancel offer,42552.34637,['Offer_317359110'],Application_1877008365,[0]
14074,['Application_1227508565'],Create application,42518.42979,[],Application_1227508565,[1]
14075,['Application_1227508565'],Complete,42518.42979,[],Application_1227508565,[1]
14076,['Application_1227508565'],Accept,42518.43102,[],Application_1227508565,[1]
14077,['Application_1227508565'],Create offer,42518.43402,['Offer_1153058434'],Application_1227508565,[1]
14078,[],Send,42518.43681,['Offer_1153058434'],Application_1227508565,[1]
14079,[],Call,42518.43681,['Offer_1153058434'],Application_1227508565,[1]
14080,['Application_1227508565'],Create offer,42518.43827,['Offer_473376468'],Application_1227508565,[1]
14081,[],Send,42518.43846,['Offer_473376468'],Application_1227508565,[1]
14082,['Application_1227508565'],Cancel application,42548.97551,"['Offer_473376468', 'Offer_1153058434']",Application_1227508565,[1]
14083,[],Cancel offer,42548.97551,['Offer_473376468'],Application_1227508565,[1]
14084,[],Cancel offer,42548.97551,['Offer_1153058434'],Application_1227508565,[1]
14085,['Application_912251208'],Create application,42518.54732,[],Application_912251208,[0]
14086,['Application_912251208'],Submit,42518.54732,[],Application_912251208,[0]
14087,['Application_912251208'],Complete,42520.67725,[],Application_912251208,[0]
14088,['Application_912251208'],Accept,42520.75072,[],Application_912251208,[0]
14089,['Application_912251208'],Create offer,42520.7539,['Offer_1087936751'],Application_912251208,[0]
14090,['Application_912251208'],Create offer,42520.75453,['Offer_876212680'],Application_912251208,[0]
14091,[],Send,42520.75717,['Offer_876212680'],Application_912251208,[0]
14092,[],Send,42520.75717,['Offer_1087936751'],Application_912251208,[0]
14093,[],Call,42520.75717,['Offer_1087936751'],Application_912251208,[0]
14094,['Application_912251208'],Cancel application,42551.33357,"['Offer_876212680', 'Offer_1087936751']",Application_912251208,[0]
14095,[],Cancel offer,42551.33357,['Offer_876212680'],Application_912251208,[0]
14096,[],Cancel offer,42551.33357,['Offer_1087936751'],Application_912251208,[0]
14116,['Application_1214984785'],Create application,42518.66685,[],Application_1214984785,[0]
14117,['Application_1214984785'],Submit,42518.66685,[],Application_1214984785,[0]
14118,['Application_1214984785'],Complete,42520.85366,[],Application_1214984785,[0]
14119,['Application_1214984785'],Accept,42525.5913,[],Application_1214984785,[0]
14120,['Application_1214984785'],Create offer,42525.59754,['Offer_745706248'],Application_1214984785,[0]
14121,['Application_1214984785'],Create offer,42525.59774,['Offer_1500126253'],Application_1214984785,[0]
14122,[],Send,42525.59811,['Offer_1500126253'],Application_1214984785,[0]
14123,[],Send,42525.59811,['Offer_745706248'],Application_1214984785,[0]
14124,[],Call,42525.59811,['Offer_745706248'],Application_1214984785,[0]
14125,['Application_1214984785'],Cancel application,42556.33385,"['Offer_745706248', 'Offer_1500126253']",Application_1214984785,[0]
14126,[],Cancel offer,42556.33385,['Offer_1500126253'],Application_1214984785,[0]
14127,[],Cancel offer,42556.33385,['Offer_745706248'],Application_1214984785,[0]
14144,['Application_295969827'],Create application,42519.56417,[],Application_295969827,[0]
14145,['Application_295969827'],Submit,42519.56417,[],Application_295969827,[0]
14146,['Application_295969827'],Complete,42521.45972,[],Application_295969827,[0]
14147,['Application_295969827'],Accept,42522.54206,[],Application_295969827,[0]
14148,['Application_295969827'],Create offer,42522.54382,['Offer_770290994'],Application_295969827,[0]
14149,['Application_295969827'],Create offer,42522.54401,['Offer_993608892'],Application_295969827,[0]
14150,[],Send,42522.54422,['Offer_993608892'],Application_295969827,[0]
14151,[],Send,42522.54422,['Offer_770290994'],Application_295969827,[0]
14152,[],Call,42522.54422,['Offer_770290994'],Application_295969827,[0]
14153,['Application_295969827'],Cancel application,42553.34505,"['Offer_993608892', 'Offer_770290994']",Application_295969827,[0]
14154,[],Cancel offer,42553.34505,['Offer_993608892'],Application_295969827,[0]
14155,[],Cancel offer,42553.34505,['Offer_770290994'],Application_295969827,[0]
14198,['Application_948519321'],Create application,42520.80616,[],Application_948519321,[1]
14199,['Application_948519321'],Complete,42520.80616,[],Application_948519321,[1]
14200,['Application_948519321'],Accept,42520.81103,[],Application_948519321,[1]
14201,['Application_948519321'],Create offer,42520.81464,['Offer_1236475996'],Application_948519321,[1]
14202,[],Send,42520.81485,['Offer_1236475996'],Application_948519321,[1]
14203,[],Call,42520.81485,['Offer_1236475996'],Application_948519321,[1]
14204,['Application_948519321'],Create offer,42520.81509,['Offer_911757745'],Application_948519321,[1]
14205,[],Send,42520.81524,['Offer_911757745'],Application_948519321,[1]
14206,['Application_948519321'],Cancel application,42524.56466,"['Offer_1236475996', 'Offer_911757745']",Application_948519321,[1]
14207,[],Cancel offer,42524.56466,['Offer_911757745'],Application_948519321,[1]
14208,[],Cancel offer,42524.56466,['Offer_1236475996'],Application_948519321,[1]
14234,['Application_274957325'],Create application,42520.89309,[],Application_274957325,[2]
14235,['Application_274957325'],Submit,42520.89309,[],Application_274957325,[2]
14236,['Application_274957325'],Handle leads,42521.38089,[],Application_274957325,[2]
14237,['Application_274957325'],Complete,42521.3813,[],Application_274957325,[2]
14238,['Application_274957325'],Accept,42522.66449,[],Application_274957325,[2]
14239,['Application_274957325'],Create offer,42522.66728,['Offer_2097394664'],Application_274957325,[2]
14240,[],Send,42522.66743,['Offer_2097394664'],Application_274957325,[2]
14241,[],Call,42522.66743,['Offer_2097394664'],Application_274957325,[2]
14242,['Application_274957325'],Create offer,42522.67051,['Offer_259344149'],Application_274957325,[2]
14243,[],Send,42522.67071,['Offer_259344149'],Application_274957325,[2]
14244,['Application_274957325'],Cancel application,42553.34487,"['Offer_259344149', 'Offer_2097394664']",Application_274957325,[2]
14245,[],Cancel offer,42553.34487,['Offer_259344149'],Application_274957325,[2]
14246,[],Cancel offer,42553.34487,['Offer_2097394664'],Application_274957325,[2]
14247,['Application_942055252'],Create application,42521.32909,[],Application_942055252,[3]
14248,['Application_942055252'],Submit,42521.3291,[],Application_942055252,[3]
14249,['Application_942055252'],Complete,42522.6262,[],Application_942055252,[3]
14250,['Application_942055252'],Accept,42522.63306,[],Application_942055252,[3]
14251,['Application_942055252'],Create offer,42522.63567,['Offer_1020266021'],Application_942055252,[3]
14252,['Application_942055252'],Create offer,42522.63634,['Offer_1235048664'],Application_942055252,[3]
14253,['Application_942055252'],Create offer,42522.63757,['Offer_707009314'],Application_942055252,[3]
14254,[],Send,42522.63827,['Offer_707009314'],Application_942055252,[3]
14255,[],Send,42522.63827,['Offer_1235048664'],Application_942055252,[3]
14256,[],Send,42522.63827,['Offer_1020266021'],Application_942055252,[3]
14257,[],Call,42522.63827,['Offer_1020266021'],Application_942055252,[3]
14258,['Application_942055252'],Cancel application,42553.34498,"['Offer_1235048664', 'Offer_707009314', 'Offer_1020266021']",Application_942055252,[3]
14259,[],Cancel offer,42553.34498,['Offer_707009314'],Application_942055252,[3]
14260,[],Cancel offer,42553.34498,['Offer_1235048664'],Application_942055252,[3]
14261,[],Cancel offer,42553.34498,['Offer_1020266021'],Application_942055252,[3]
14262,['Application_954637977'],Create application,42521.33332,[],Application_954637977,[0]
14263,['Application_954637977'],Submit,42521.33332,[],Application_954637977,[0]
14264,['Application_954637977'],Complete,42522.63911,[],Application_954637977,[0]
14265,['Application_954637977'],Accept,42527.43772,[],Application_954637977,[0]
14266,['Application_954637977'],Create offer,42527.44046,['Offer_1890597652'],Application_954637977,[0]
14267,['Application_954637977'],Create offer,42527.44065,['Offer_1456082780'],Application_954637977,[0]
14268,[],Send,42527.44083,['Offer_1456082780'],Application_954637977,[0]
14269,[],Send,42527.44083,['Offer_1890597652'],Application_954637977,[0]
14270,[],Call,42527.44084,['Offer_1890597652'],Application_954637977,[0]
14271,['Application_954637977'],Cancel application,42558.33408,"['Offer_1456082780', 'Offer_1890597652']",Application_954637977,[0]
14272,[],Cancel offer,42558.33408,['Offer_1456082780'],Application_954637977,[0]
14273,[],Cancel offer,42558.33408,['Offer_1890597652'],Application_954637977,[0]
14289,['Application_2091185104'],Create application,42521.63071,[],Application_2091185104,[0]
14290,['Application_2091185104'],Submit,42521.63071,[],Application_2091185104,[0]
14291,['Application_2091185104'],Complete,42522.87465,[],Application_2091185104,[0]
14292,['Application_2091185104'],Accept,42523.55651,[],Application_2091185104,[0]
14293,['Application_2091185104'],Create offer,42523.5627,['Offer_908571732'],Application_2091185104,[0]
14294,['Application_2091185104'],Create offer,42523.56311,['Offer_1468658811'],Application_2091185104,[0]
14295,[],Send,42523.56334,['Offer_1468658811'],Application_2091185104,[0]
14296,[],Send,42523.56334,['Offer_908571732'],Application_2091185104,[0]
14297,[],Call,42523.56334,['Offer_908571732'],Application_2091185104,[0]
14298,['Application_2091185104'],Cancel application,42554.33355,"['Offer_908571732', 'Offer_1468658811']",Application_2091185104,[0]
14299,[],Cancel offer,42554.33355,['Offer_1468658811'],Application_2091185104,[0]
14300,[],Cancel offer,42554.33355,['Offer_908571732'],Application_2091185104,[0]
14301,['Application_645529282'],Create application,42521.93605,[],Application_645529282,[2]
14302,['Application_645529282'],Submit,42521.93605,[],Application_645529282,[2]
14303,['Application_645529282'],Handle leads,42522.38068,[],Application_645529282,[2]
14304,['Application_645529282'],Complete,42522.38674,[],Application_645529282,[2]
14305,['Application_645529282'],Accept,42525.47783,[],Application_645529282,[2]
14306,['Application_645529282'],Create offer,42525.48018,['Offer_1322406412'],Application_645529282,[2]
14307,[],Send,42525.48613,['Offer_1322406412'],Application_645529282,[2]
14308,[],Call,42525.48613,['Offer_1322406412'],Application_645529282,[2]
14309,['Application_645529282'],Create offer,42525.58042,['Offer_1975373275'],Application_645529282,[2]
14310,[],Send,42525.58064,['Offer_1975373275'],Application_645529282,[2]
14311,['Application_645529282'],Cancel application,42556.33357,"['Offer_1975373275', 'Offer_1322406412']",Application_645529282,[2]
14312,[],Cancel offer,42556.33357,['Offer_1975373275'],Application_645529282,[2]
14313,[],Cancel offer,42556.33357,['Offer_1322406412'],Application_645529282,[2]
14325,['Application_545572508'],Create application,42522.3656,[],Application_545572508,[2]
14326,['Application_545572508'],Submit,42522.3656,[],Application_545572508,[2]
14327,['Application_545572508'],Handle leads,42522.42865,[],Application_545572508,[2]
14328,['Application_545572508'],Complete,42522.42972,[],Application_545572508,[2]
14329,['Application_545572508'],Accept,42522.65597,[],Application_545572508,[2]
14330,['Application_545572508'],Create offer,42522.65891,['Offer_1025051282'],Application_545572508,[2]
14331,['Application_545572508'],Create offer,42522.65948,['Offer_1237914736'],Application_545572508,[2]
14332,[],Send,42522.65993,['Offer_1237914736'],Application_545572508,[2]
14333,[],Send,42522.65993,['Offer_1025051282'],Application_545572508,[2]
14334,[],Call,42522.65993,['Offer_1025051282'],Application_545572508,[2]
14335,['Application_545572508'],Cancel application,42553.34482,"['Offer_1237914736', 'Offer_1025051282']",Application_545572508,[2]
14336,[],Cancel offer,42553.34482,['Offer_1237914736'],Application_545572508,[2]
14337,[],Cancel offer,42553.34482,['Offer_1025051282'],Application_545572508,[2]
14338,['Application_842618981'],Create application,42522.43895,[],Application_842618981,[1]
14339,['Application_842618981'],Complete,42522.43895,[],Application_842618981,[1]
14340,['Application_842618981'],Accept,42522.44408,[],Application_842618981,[1]
14341,['Application_842618981'],Create offer,42522.45301,['Offer_1954742158'],Application_842618981,[1]
14342,[],Send,42522.45319,['Offer_1954742158'],Application_842618981,[1]
14343,[],Call,42522.45319,['Offer_1954742158'],Application_842618981,[1]
14344,['Application_842618981'],Create offer,42522.45423,['Offer_2051668003'],Application_842618981,[1]
14345,[],Send,42522.45469,['Offer_2051668003'],Application_842618981,[1]
14346,['Application_842618981'],Cancel application,42553.34512,"['Offer_1954742158', 'Offer_2051668003']",Application_842618981,[1]
14347,[],Cancel offer,42553.34512,['Offer_2051668003'],Application_842618981,[1]
14348,[],Cancel offer,42553.34512,['Offer_1954742158'],Application_842618981,[1]
14349,['Application_516487637'],Create application,42522.46687,[],Application_516487637,[0]
14350,['Application_516487637'],Submit,42522.46687,[],Application_516487637,[0]
14351,['Application_516487637'],Complete,42524.694,[],Application_516487637,[0]
14352,['Application_516487637'],Accept,42528.39799,[],Application_516487637,[0]
14353,['Application_516487637'],Create offer,42528.40356,['Offer_2137456731'],Application_516487637,[0]
14354,['Application_516487637'],Create offer,42528.40391,['Offer_223752879'],Application_516487637,[0]
14355,[],Send,42528.40492,['Offer_223752879'],Application_516487637,[0]
14356,[],Send,42528.40492,['Offer_2137456731'],Application_516487637,[0]
14357,[],Call,42528.40492,['Offer_2137456731'],Application_516487637,[0]
14358,['Application_516487637'],Cancel application,42530.40448,"['Offer_2137456731', 'Offer_223752879']",Application_516487637,[0]
14359,[],Cancel offer,42530.40448,['Offer_223752879'],Application_516487637,[0]
14360,[],Cancel offer,42530.40448,['Offer_2137456731'],Application_516487637,[0]
14376,['Application_565872510'],Create application,42522.69079,[],Application_565872510,[3]
14377,['Application_565872510'],Submit,42522.69079,[],Application_565872510,[3]
14378,['Application_565872510'],Complete,42525.54134,[],Application_565872510,[3]
14379,['Application_565872510'],Accept,42528.65077,[],Application_565872510,[3]
14380,['Application_565872510'],Create offer,42528.65304,['Offer_1582836089'],Application_565872510,[3]
14381,['Application_565872510'],Create offer,42528.65353,['Offer_1629226774'],Application_565872510,[3]
14382,['Application_565872510'],Create offer,42528.65529,['Offer_274982060'],Application_565872510,[3]
